code,age_band,level,category,language,question_text,answer_text,accepted_answers,active
RID-3-5-L01-Q01,3-5,1,food,en,I am yellow and long and monkeys love to eat me. What am I?,a banana,banana | bananas,
RID-3-5-L01-Q02,3-5,1,animals,en,I say moo and I give you milk. What am I?,a cow,cow | the cow | cows,
RID-3-5-L01-Q03,3-5,1,objects,en,I am round and I bounce and you play with me. What am I?,a ball,ball | a football | football,
RID-3-5-L01-Q04,3-5,1,nature,en,I am big and bright and I light up the sky in the daytime. What am I?,the sun,sun | sunshine,
RID-3-5-L01-Q05,3-5,1,animals,en,I have wings and feathers and I sing in a tree. What am I?,a bird,bird | birds | a parrot | a sparrow | a crow,
RID-3-5-L01-Q06,3-5,1,food,en,I am cold and sweet and I melt in your hand. What am I?,ice cream,an ice cream | icecream | kulfi,
RID-3-5-L01-Q07,3-5,1,objects,en,You put me on your feet before you go outside. What am I?,shoes,a shoe | shoe | sandals | slippers,
RID-3-5-L01-Q08,3-5,1,nature,en,I fall from the clouds and make everything wet. What am I?,rain,the rain | raindrops,
RID-3-5-L01-Q09,3-5,1,animals,en,I have a long trunk and big ears and I am the biggest animal on land. What am I?,an elephant,elephant | elephants,
RID-3-5-L01-Q10,3-5,1,food,en,I am red and round and I grow on a tree and you can eat me. What am I?,an apple,apple | apples,
RID-3-5-L02-Q01,3-5,2,home,en,I have four legs but I cannot walk and you eat your food at me. What am I?,a table,table | a dining table,
RID-3-5-L02-Q02,3-5,2,home,en,I am soft and you put your head on me when you sleep. What am I?,a pillow,pillow | a cushion | cushion,
RID-3-5-L02-Q03,3-5,2,nature,en,I come out at night and I am white in the dark sky. What am I?,the moon,moon | the full moon,
RID-3-5-L02-Q04,3-5,2,nature,en,I am tall and green and birds build their nests in me. What am I?,a tree,tree | trees,
RID-3-5-L02-Q05,3-5,2,objects,en,You climb up my steps and then you slide all the way down me at the park. What am I?,a slide,slide | the slide,
RID-3-5-L02-Q06,3-5,2,objects,en,I have four wheels and a horn and I take you to school. What am I?,a car,car | a bus | bus | a van | an auto | a rickshaw,
RID-3-5-L02-Q07,3-5,2,home,en,I hold the water and you sit in me with soap to get clean. What am I?,a bathtub,bathtub | a bath | bath | a bucket,
RID-3-5-L02-Q08,3-5,2,home,en,You open me to go into a room and you close me to keep the cold outside. What am I?,a door,door | a gate | gate,
RID-3-5-L02-Q09,3-5,2,objects,en,You hold me over your head to stay dry when it rains. What am I?,an umbrella,umbrella | umbrellas,
RID-3-5-L02-Q10,3-5,2,nature,en,I am hot and orange and I keep you warm but you must never touch me. What am I?,fire,a fire | flames | a flame,
RID-3-5-L03-Q01,3-5,3,objects,en,I have many pages and pictures and someone reads me to you at bedtime. What am I?,a book,book | a story book | storybook,
RID-3-5-L03-Q02,3-5,3,objects,en,I have a face and two hands and I tell you the time. What am I?,a clock,clock | a watch | watch,
RID-3-5-L03-Q03,3-5,3,body,en,I live in the mirror and I copy everything you do. What am I?,your reflection,reflection | my reflection | your face | me,
RID-3-5-L03-Q04,3-5,3,food,en,A hen lays me and I am white outside and yellow inside. What am I?,an egg,egg | eggs,
RID-3-5-L03-Q05,3-5,3,animals,en,I am small and I have six legs and I make sweet honey. What am I?,a bee,bee | a honey bee | honeybee | bees,
RID-3-5-L03-Q06,3-5,3,objects,en,You blow air into me and I grow bigger and bigger but if I pop I am gone. What am I?,a balloon,balloon | balloons,
RID-3-5-L03-Q07,3-5,3,animals,en,I live in the water and I have no legs and I swim with my tail. What am I?,a fish,fish | fishes,
RID-3-5-L03-Q08,3-5,3,home,en,I have a big screen and you watch cartoons on me. What am I?,a television,television | tv | a tv | telly,
RID-3-5-L03-Q09,3-5,3,nature,en,I am small and I go into the ground and one day I grow into a big plant. What am I?,a seed,seed | seeds,
RID-3-5-L03-Q10,3-5,3,objects,en,I have two wheels and a bell and you push my pedals to make me go. What am I?,a bicycle,bicycle | a cycle | cycle | a bike | bike,
